| Date, Close
| 1996-01-01, 2.1013288497924805
| 1996-02-01, 2.4867076873779297
| 1996-03-01, 2.6327459812164307
| 1996-04-01, 2.8761441707611084
| 1996-05-01, 2.7706711292266846
| 1996-06-01, 3.237182855606079
| 1996-07-01, 2.855860710144043
| 1996-08-01, 2.989729166030884
| 1996-09-01, 2.9045395851135254
| 1996-10-01, 3.0586917400360107
| 1996-11-01, 3.08303165435791
| 1996-12-01, 3.180389881134033
| 1997-01-01, 3.736146926879883
| 1997-02-01, 3.9308648109436035
| 1997-03-01, 3.667184352874756
| 1997-04-01, 4.721905708312988
| 1997-05-01, 4.5920939445495605
| 1997-06-01, 5.070775508880615
| 1997-07-01, 6.084693431854248
| 1997-08-01, 5.636866092681885
| 1997-09-01, 5.973764419555664
| 1997-10-01, 6.663992404937744
| 1997-11-01, 5.829966068267822
| 1997-12-01, 6.614691257476807
| 1998-01-01, 5.949111461639404
| 1998-02-01, 5.829966068267822
| 1998-03-01, 5.776556015014648
| 1998-04-01, 6.310661792755127
| 1998-05-01, 5.706711292266846
| 1998-06-01, 5.361596584320068
| 1998-07-01, 5.325995445251465
| 1998-08-01, 4.8251190185546875
| 1998-09-01, 5.4136481285095215
| 1998-10-01, 4.445286273956299
| 1998-11-01, 4.269979476928711
| 1998-12-01, 4.570504665374756
| 1999-01-01, 5.067208766937256
| 1999-02-01, 4.194848537445068
| 1999-03-01, 5.806002140045166
| 1999-04-01, 5.409474849700928
| 1999-05-01, 6.897562026977539
| 1999-06-01, 6.314968585968018
| 1999-07-01, 7.2292561531066895
| 1999-08-01, 7.31856107711792
| 1999-09-01, 8.704874992370605
| 1999-10-01, 7.8841423988342285
| 1999-11-01, 9.814781188964844
| 1999-12-01, 13.386883735656738
| 2000-01-01, 20.220657348632812
| 2000-02-01, 18.438858032226562
| 2000-03-01, 21.8748779296875
| 2000-04-01, 20.85002899169922
| 2000-05-01, 19.73795509338379
| 2000-06-01, 21.62775993347168
| 2000-07-01, 19.96079444885254
| 2000-08-01, 20.513591766357422
| 2000-09-01, 20.076496124267578
| 2000-10-01, 21.473495483398438
| 2000-11-01, 18.95375633239746
| 2000-12-01, 19.095169067382812
| 2001-01-01, 21.760602951049805
| 2001-02-01, 21.98772621154785
| 2001-03-01, 19.570829391479492
| 2001-04-01, 19.746530532836914
| 2001-05-01, 19.869531631469727
| 2001-06-01, 18.115060806274414
| 2001-07-01, 20.24116325378418
| 2001-08-01, 20.44427490234375
| 2001-09-01, 18.76326560974121
| 2001-10-01, 18.815126419067383
| 2001-11-01, 19.199722290039062
| 2001-12-01, 19.497894287109375
| 2002-01-01, 19.42011070251465
| 2002-02-01, 20.189311981201172
| 2002-03-01, 20.448589324951172
| 2002-04-01, 18.97933578491211
| 2002-05-01, 19.82632064819336
| 2002-06-01, 17.621694564819336
| 2002-07-01, 18.600919723510742
| 2002-08-01, 18.321138381958008
| 2002-09-01, 19.112388610839844
| 2002-10-01, 16.603126525878906
| 2002-11-01, 17.053388595581055
| 2002-12-01, 18.889440536499023
| 2003-01-01, 20.729856491088867
| 2003-02-01, 21.8446044921875
| 2003-03-01, 20.506912231445312
| 2003-04-01, 21.59542465209961
| 2003-05-01, 21.69490623474121
| 2003-06-01, 22.841169357299805
| 2003-07-01, 23.487321853637695
| 2003-08-01, 24.403446197509766
| 2003-09-01, 24.34148597717285
| 2003-10-01, 27.975006103515625
| 2003-11-01, 26.78449058532715
| 2003-12-01, 32.31663131713867
| 2004-01-01, 30.533077239990234
| 2004-02-01, 33.161964416503906
| 2004-03-01, 33.524864196777344
| 2004-04-01, 33.46290969848633
| 2004-05-01, 31.09071922302246
| 2004-06-01, 33.0260124206543
| 2004-07-01, 33.5173454284668
| 2004-08-01, 32.842872619628906
| 2004-09-01, 35.911434173583984
| 2004-10-01, 37.08167266845703
| 2004-11-01, 44.37116241455078
| 2004-12-01, 46.48386001586914
| 2005-01-01, 50.436798095703125
| 2005-02-01, 52.46463394165039
| 2005-03-01, 48.67249298095703
| 2005-04-01, 47.79257583618164
| 2005-05-01, 48.19903564453125
| 2005-06-01, 57.296817779541016
| 2005-07-01, 63.00803756713867
| 2005-08-01, 57.6751594543457
